career,profile
Room Attendant,"Room Attendant
nan
nan"
Room Attendant,"Room Attendant
nan
nan"
Room Attendant,"Room Attendant
nan
nan"
Room Attendant,"Room Attendant
nan
nan"
Room Attendant,"Room Attendant
nan
nan"
Room Attendant,"Room Attendant
nan
nan"
Room Attendant,"Room Attendant
nan
nan"
Room Attendant,"Room Attendant
nan
nan"
Room Attendant,"Room Attendant
nan
nan"
Room Attendant,"Room Attendant
nan
nan"
Room Attendant,"Room Attendant
nan
nan"
Room Attendant,"Room Attendant
nan
nan"
Room Attendant,"Room Attendant
nan
nan"
Room Attendant,"Room Attendant
nan
nan"
Room Attendant,"Room Attendant
nan
nan"
Hr Manager,"Hr Manager
Company Overview: PT. Doosan Heavy Industries Indonesia is the main contractor for the Jawa 9 &amp; 10 Unit Suralaya Coal Fired Steam Power Plant...
nan"
Hr Manager,"Hr Manager
HRGA Group Manager Company: Japanese heavy engineering in Jakarta Requirements:Education Law backgroundExperience minimum 5 years, especially in...
nan"
Hr Manager,"Hr Manager
Requirements: Age Maximum 35 Years Old Bachelor degree in any field with a minimum GPA 3.25 additional HR certification will be preferred At least 5...
nan"
Hr Manager,"Hr Manager
HOFZ is a leading design and manufacturing company in the field of specialized driveline systems for high mobility vehicles. Our products have been...
Target based Incentives"
Hr Manager,"Hr Manager
Mampu memaksimalkan SDM dibawah Departemen HR Perencanaan perekrutan SDM Seluruh kegiatan pemeliharaan SDM Membimbing karyawan agar mampu membuat...
nan"
Hr Manager,"Hr Manager
Tanggung jawab: Mengembangkan strategi organisasi dengan mengidentifikasi dan mengamati isu-isu SDM Membangun, mengelola dan memelihara hubungan...
nan"
Hr Manager,"Hr Manager
Candidate must possess at least Bachelor's Degree in Human Resource Management or equivalent. At least 7 years of working experiences in HR shared...
nan"
Hr Manager,"Hr Manager
Kualifikasi :S1 Psikologi/Hukum/ManagementBerpengalaman menangani people developmentMemiliki sertifikat kompetensi HRM diutamakanUsia maks 45 tahunJob...
bpjs,lingkungan yang nyaman"
Hr Manager,"Hr Manager
Responsibilities Develop and implement HR strategies and initiatives aligned with the overall business strategy Bridge management and employee...
nan"
Hr Manager,"Hr Manager
At least 5 Year(s) of working experience in the related field is required for this position. Preferably Supervisor/Coordinator specialized in Human...
nan"
Hr Manager,"Hr Manager
Tanggungjawab Pekerjaan         Mengembangkan dan mengurus perencanaan Sumber Daya Manusia dan Berbagai Macam Prosedur yang berkaitan dengan staff dan...
nan"
Hr Manager,"Hr Manager
Role: Lead full cycle of Recruitment process to be executed in fast paced and accurate result Maintain manpower planning, check, on/off boarding,...
nan"
Hr Manager,"Hr Manager
HUMAN RESOURCES MANAGERReporting line:           Direct Line Reporting: Country Managing Director                                   Dotted Line...
Fast-growing multi-national company,Contribution to company's development,Chance to work on multi-national projects"
Hr Manager,"Hr Manager
Key Areas Responsibilities Implement and execute people strategy with specific in Talent acquisition, Talent Management, Performance Management,...
nan"
Hr Manager,"Hr Manager
To create, develop, maintains and enhances the organization’s human resources by planning, implementing, and evaluating employee relations and human...
nan"
Hr Manager,"Hr Manager
Job Description Develop HR Team Develope compensation and benefits structure Set up all HR systems, policies and procedures Oversee HR team members...
nan"
Hr Manager,"Hr Manager
Job Requirements :- Bachelor degree from Human Resources Management/Psychology- Have minimum 3 (three) years experience as HR Generalist (Employee...
Good Income and Opportunities"
Hr Manager,"Hr Manager
Requirements: At least Bachelor degree in Human Resources, Public Relations, psychology, management or other related majors; from Top University At...
nan"
Hr Manager,"Hr Manager
Tugas dan Tanggung Jawab HR Manager : Merencanakan, mengatur dan memantau aktivitas dan tindakan dari bagian HR. Menangani masalah hubungan kerja...
nan"
Hr Manager,"Hr Manager
Our client Japanese Retail Company located in Sudirman - Jakarta currently looking for HR Manager.Kindly see the post below: [Requirements]...
nan"
Warehouse Supervisor,"Warehouse Supervisor
Job Description: Monitoring setting pengiriman barang dagang atas faktur yang terbit Monitoring realisasi pengiriman dengan faktur yang diterbitkan...
nan"
Warehouse Supervisor,"Warehouse Supervisor
The Warehouse Supervisor is based in Batam, Indonesia. Mainly responsible for overseeing a wide variety of warehouse activities including shipping and...
Medical benefits,Annual leave,Performance-based allowance"
Warehouse Supervisor,"Warehouse Supervisor
Mahameru Aksara Agri adalah perusahaan pertanian Indonesia yang berada di naungan Mahameru Group dengan brand penjualan HALO Fresh.Kualifikasi...
Perusahaan yang bergerak di beberapa bidang usaha.,Pengembangan karir dan Kompetitif benefit.,Budaya kerja yang menyenangkan."
Warehouse Supervisor,"Warehouse Supervisor
Tugas &amp; Tanggung Jawab: Mampu dan terbiasa membuat planning Warehouse Mampu dan terbiasa mengontrol pengadaan dan stock raw material/part Teliti...
nan"
Warehouse Supervisor,"Warehouse Supervisor
Mengawasi dan mengendalikan operasional gudang terkait kebijakan dan strategi logistik perusahaan Mengawasi semua barang dari seluruh gudang beserta...
We are growing company,We offer challenging career development,We offer a comfortable and family environment"
Warehouse Supervisor,"Warehouse Supervisor
Job Descriptions: Monitor and responsible for all day to day Warehouse Operation activities and optimize cost in line with group policy Monitor the...
Potential career path"
Warehouse Supervisor,"Warehouse Supervisor
Deskripsi pekerjaan: Memastikan pelaksanaan, perencanaan, &amp; pengontrolan terhadap penerimaan, pengeluaran, dan inventory barang Memimpin &amp;...
nan"
Warehouse Supervisor,"Warehouse Supervisor
TUGAS dan TANGGUNG JAWAB Memantau dan cek barang yang keluar masuk gudang Mensortir barang yang sudah expired dan merekapnya Memastikan penyimpanan...
Benefit yang menarik,Pengembangan karir yang terbuka,Lingkungan kerja yang kondusif"
Warehouse Supervisor,"Warehouse Supervisor
FKS Multi Agro (part of FKS Group) bergerak di bidang komoditi dengan produk utama berupa soybean (kedelai), soybean meal, corn, fish meal, fish oil,...
nan"
Warehouse Supervisor,"Warehouse Supervisor
DESKRIPSI PEKERJAAN Mengkoordinir meeting pagi bersama leader, memeriksa hasil pengiriman shift sebelumnya termasuk memeriksa hasil pemotongan Decal...
nan"
Warehouse Supervisor,"Warehouse Supervisor
Pendidikan S1 Teknik Industri/Manajemen Logistik Pengalaman minimal 2 tahun di bidang yang sama Memiliki kemampuan mengelola kegiatan pengiriman...
nan"
Warehouse Supervisor,"Warehouse Supervisor
Rincian tugas: mengawasi staf gudang dan kegiatan sehari-hari mengelola, mengevaluasi dan melaporkan produktivitas gudang melacak dan menkoordinasikan...
Competitive Salary & Benefit,Career growth"
Warehouse Supervisor,"Warehouse Supervisor
Rincian tugas: mengawasi staf gudang dan kegiatan sehari-hari mengelola, mengevaluasi dan melaporkan produktivitas gudang melacak dan menkoordinasikan...
Competitive Salary & Benefit,Career growth"
Warehouse Supervisor,"Warehouse Supervisor
Bertanggung jawab aktivitas operasional di Warehouse, Store &amp; Shipment Memastikan stock accurracy 99.9% Mengatur proses alokasi manpower di...
Global company with wide range of product,Lixil Behavior,Diversity & Inclusion"
Warehouse Supervisor,"Warehouse Supervisor
Responsibilities: Do for analyze of transaction. Review timeliness of scheduled deliveries. Track inventory levels. Order new supplies in a timely...
nan"
Warehouse Supervisor,"Warehouse Supervisor
Requirement : Candidates must posses at least bachelor degree, any field 2 years experience in the related field, as warehouse supervisor/ coordinator...
nan"
Warehouse Supervisor,"Warehouse Supervisor
HOFZ is a leading design and manufacturing company in the field of specialized driveline systems for high mobility vehicles. Our products have been...
nan"
Warehouse Supervisor,"Warehouse Supervisor
Requirements: Has experience as Team Lead/Supervisor in related role min. 2 years. MUST be flexible to work in Jabodetabek area since we have some...
nan"
Warehouse Supervisor,"Warehouse Supervisor
Tanggung Jawab : Penetapan zona atau lokasi penyimpanan Monitoring grouping item di storage atau zona yang ditentukan Stock opname partial secara...
nan"
Warehouse Supervisor,"Warehouse Supervisor
Prepare items according to invoice. Maintain order and cleanliness of warehouse. Stock taking (stock opname). Prepare monthly &amp; quarterly...
nan"
It Business Analyst,"It Business Analyst
Job description : Gathering requirement from user / client Create Mock Up Design (Ex. Using Ms Visio, etc) Create flowchart of system (Ex. Using Ms....
nan"
It Business Analyst,"It Business Analyst
Requirement:- Minimum 2 years of experience as business analyst- GPA minimum 3,00 from reputable university- Preferable have general insurance...
nan"
It Business Analyst,"It Business Analyst
IT Business Analyst S1 jurusan Teknik Informatika/Sistem Informasi/Teknik Industri, dengan IPK min. 3.00 Tekun, teliti, sistematis, dan cekatan...
nan"
It Business Analyst,"It Business Analyst
We are looking for a skilled IT Business Analyst to join our IT Development TeamYour Responsible : Evaluating and Optimizing business processes...
nan"
It Business Analyst,"It Business Analyst
Melakukan analisa kebutuhan user untuk dituangkan ke dalam Business Requirement Document (BPR) Melakukan koordinasi dengan developer berkaitan dengan...
nan"
It Business Analyst,"It Business Analyst
Criteria: Minimum Bachelor Degree in Information Technology or any related education Minimum 2 years experience as Business Analyst Experienced in...
nan"
It Business Analyst,"It Business Analyst
Job Requirements: Bachelor’s Degree in Computer Science / Information Technology Having experiences as IT Business Analyst for minimal 2 year Having...
nan"
It Business Analyst,"It Business Analyst
Kualifikasi: Minimal pendidikan D3 jurusan ilmu komputer (Teknik Informasi, Sistem Informasi) dan jurusan lain yang sesuai. Memiliki pengalaman di...
Salary dan benefit yang bersaing,Situasi kerja yang akrab dan menyenangkan,Beragam tantangan dari project yang diberikan"
It Business Analyst,"It Business Analyst
PowerCommerce.Asia is the Leading E-commerce Omnichannel Enabler and Supply Chain Technology Solution – Services Company, open vacancy for position...
nan"
It Business Analyst,"It Business Analyst
Analyzing &amp; aligning business requirement with IT system/applications Building strong communication with Business Unit to optimize...
nan"
It Business Analyst,"It Business Analyst
Job Description Communicate with users to understand their requirements Develop and analyze functional specifications Design efficient IT systems to...
nan"
It Business Analyst,"It Business Analyst
Requirements: Candidate must possess at least Bachelor's Degree in Engineering (Computer/Telecommunication), Computer Science/Information Technology...
nan"
It Business Analyst,"It Business Analyst
Works from home is our advantage, there's never been a better time to work from home Monday to Friday 9 Hours / day Having own PC / Laptop minimal...
BPJS KESEHATAN,BPJS KETENAGAKERJAAN,THR"
It Business Analyst,"It Business Analyst
Responsibilities:1. Analyze unbeatable customer demand for existing products2. Coordinate the request with the product team3. Assist Account...
nan"
It Business Analyst,"It Business Analyst
Memastikan product TMS (Transport Management System), WMS (Warehouse Management System), CCMS (Custom Clearance Management System) dan turunannya...
nan"
It Business Analyst,"It Business Analyst
Job Description:- Conduct requirement gathering and set out in the form of a Business Requirement Document and Solution analysis.- Analyse and...
nan"
It Business Analyst,"It Business Analyst
As a system/business analyst, your band of adventurers rely on you to identify and analyse our clients’ requirements and then build them in the form...
nan"
It Business Analyst,"It Business Analyst
Conduct analysis and prep documents from user and communicate with developer according to the requirements Conforming application functionality with...
nan"
It Business Analyst,"It Business Analyst
Candidate must possess at least Bachelor's Degree in Computer Science/Information Technology or equivalent. At least 3 Year(s) of working experience...
nan"
It Business Analyst,"It Business Analyst
Hi Talents!Hanwha Life Insurance Indonesia, a most rapid growth Korea Life Insurance Company urgently looking for IT Business Analyst with requirement...
nan"
Waiters,"Waiters
Requirement : Usia 18-25 tahun (mahasiswi dipersilahkan melamar) Mempunyai kendaraan bermotor dan SIM C Belum berkeluarga Friendly , Energik dan...
nan"
